claim_number,age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,past_num_of_claims,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,claim_year,claim_month,claim_day,gender_M,marital_status_1,property_status_Rent,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Local,accident_site_Parking Lot,witness_present_1,channel_Online,channel_Phone,vehicle_category_Large,vehicle_category_Medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white
588612096.0,46.0,87.0,61273.6,1.0,0.0,50020.0,0.0,50.0,0.0,5.0,15148.98689,38763.63043,2968.671068,500.0,1082.36,10.47643341,1.0,0.0,2023.0,6.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
588632832.0,47.0,42.0,61606.4,0.0,1.0,50008.0,0.0,98.0,0.0,4.0,13637.05084,31129.33296,3724.232054,500.0,1354.2,8.901044599,3.0,0.0,2024.0,5.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
588653568.0,41.0,83.0,59417.6,1.0,0.0,15022.0,0.0,96.0,1.0,2.0,9414.68248,10111.22646,3276.691661,500.0,1055.6,7.244712753,2.0,1.0,2023.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
588695040.0,25.0,85.0,51472.0,1.0,0.0,80023.0,1.0,30.0,1.0,9.0,18122.96782,31946.29567,3313.846076,2000.0,1155.97,9.521363793,2.0,0.0,2023.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
588860928.0,34.0,86.0,56435.2,1.0,1.0,15035.0,1.0,1.0,1.0,6.0,21154.10594,15857.03122,2927.18142,1000.0,1324.78,9.26304307,3.0,0.0,2023.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
589130496.0,40.0,89.0,59051.2,0.0,0.0,80105.0,0.0,63.0,1.0,6.0,21010.03887,12663.88041,2394.073363,1000.0,1622.67,8.32861359,7.0,0.0,2023.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
589275648.0,50.0,86.0,90190.4,0.0,0.0,85073.0,0.0,65.0,1.0,6.0,10786.30699,15492.08601,4467.773106,500.0,1354.2,8.843526981,2.0,0.0,2024.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
589628160.0,42.0,63.0,79776.0,1.0,0.0,50003.0,0.0,5.0,1.0,7.0,40481.69977,14658.08666,4832.826886,500.0,1078.65,8.406027465,2.0,0.0,2024.0,10.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
589711104.0,51.0,78.0,82908.8,0.0,0.0,85021.0,0.0,99.0,1.0,2.0,23000.94128,12050.16279,6640.809305,1000.0,1324.78,9.775466976,2.0,0.0,2023.0,3.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
589980672.0,52.0,78.0,63212.8,1.0,0.0,85029.0,1.0,24.0,1.0,7.0,33857.06077,14141.92945,11083.608,500.0,1354.2,9.287286973,6.0,0.0,2024.0,10.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
590022144.0,67.0,19.0,90190.4,1.0,1.0,20155.0,0.0,92.0,0.0,6.0,27502.82029,13388.03873,5398.540546,1000.0,999.43,9.600560508,5.0,0.0,2023.0,6.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
590042880.0,32.0,78.0,99801.6,0.0,1.0,15012.0,1.0,7.0,1.0,6.0,16993.65829,26248.71085,4757.16102,2000.0,1155.97,9.780479169,6.0,0.0,2024.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590063616.0,59.0,85.0,78601.6,1.0,1.0,80033.0,2.0,73.0,1.0,5.0,11810.43648,21596.48757,6476.299894,1000.0,1726.91,8.37908396,5.0,0.0,2024.0,6.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590457600.0,46.0,82.0,29014.4,0.0,1.0,80044.0,0.0,19.0,1.0,10.0,26471.46403,19703.18725,4955.209352,2000.0,1239.06,9.547976892,3.0,1.0,2024.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
590602752.0,35.0,66.0,90190.4,1.0,1.0,20135.0,0.0,8.0,0.0,3.0,10346.23954,33267.22543,3239.744834,2000.0,1246.68,7.45443127,5.0,0.0,2024.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
590623488.0,51.0,80.0,99801.6,0.0,1.0,50002.0,1.0,57.0,0.0,6.0,30831.82395,29552.91647,5417.85265,1000.0,1622.67,7.862299939,1.0,1.0,2024.0,8.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590955264.0,31.0,73.0,54942.4,0.0,1.0,15018.0,1.0,97.0,1.0,4.0,30109.26113,14889.29298,4728.498352,500.0,1232.57,9.068256114,8.0,0.0,2023.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
591224832.0,43.0,68.0,60172.8,1.0,0.0,50046.0,0.0,50.0,1.0,8.0,6919.939256,21114.75784,5811.417726,500.0,1518.54,9.071070618,5.0,0.0,2023.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
591245568.0,47.0,84.0,61604.8,1.0,1.0,80019.0,0.0,18.0,1.0,3.0,6897.041789,12052.43131,4517.949623,2000.0,1239.06,9.030924608,5.0,0.0,2023.0,10.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
591266304.0,47.0,83.0,61604.8,1.0,1.0,20117.0,0.0,54.0,1.0,3.0,11764.64446,12704.49931,6340.283232,2000.0,1246.68,7.932455287,5.0,0.0,2023.0,3.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
591369984.0,34.0,91.0,56430.4,1.0,0.0,80033.0,0.0,12.0,0.0,4.0,14686.10461,5856.054139,5249.34648,500.0,1082.36,7.688965122,5.0,0.0,2023.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
592095744.0,61.0,65.0,65756.8,1.0,1.0,15035.0,0.0,13.0,0.0,5.0,27898.15475,34396.60716,8528.30579,2000.0,1246.68,9.40853775,4.0,0.0,2024.0,2.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
592116480.0,40.0,70.0,59004.8,1.0,0.0,80109.0,3.0,50.0,1.0,3.0,19438.26812,8535.731802,1939.800038,1000.0,1622.67,9.661807818,7.0,0.0,2023.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
592261632.0,38.0,70.0,58195.2,1.0,0.0,20153.0,5.0,19.0,1.0,4.0,8394.13133,8034.240569,3587.135166,500.0,1055.6,7.37816562,4.0,0.0,2023.0,2.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
592365312.0,34.0,96.0,56411.2,0.0,1.0,80022.0,1.0,4.0,0.0,9.0,6514.903544,32090.77629,2494.471802,1000.0,999.43,8.090918356,5.0,0.0,2023.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
592448256.0,51.0,69.0,82908.8,1.0,0.0,80102.0,0.0,26.0,1.0,6.0,31832.9291,20829.24831,4549.737788,2000.0,1155.97,8.172085227,5.0,0.0,2024.0,7.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
592593408.0,59.0,81.0,99801.6,1.0,0.0,15018.0,0.0,13.0,1.0,4.0,27445.26347,20001.82762,7498.061905,1000.0,1324.78,10.84161931,4.0,0.0,2023.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
593256960.0,54.0,73.0,77771.2,0.0,1.0,20147.0,0.0,99.0,0.0,1.0,8438.822174,21806.71251,4231.498503,1000.0,1726.91,9.283413053,2.0,0.0,2023.0,10.0,23.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
593464320.0,39.0,55.0,58611.2,0.0,0.0,20107.0,0.0,87.0,1.0,4.0,23751.33801,13532.46757,8128.351212,500.0,1078.65,8.918651029,1.0,0.0,2024.0,5.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593588736.0,52.0,46.0,63212.8,1.0,1.0,20130.0,1.0,62.0,1.0,3.0,12565.44951,6210.582262,873.4094304,2000.0,1239.06,9.689251285,1.0,0.0,2024.0,8.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
593692416.0,48.0,89.0,61913.6,1.0,1.0,85067.0,1.0,11.0,1.0,6.0,41715.13688,8531.263278,3294.782869,1000.0,1622.67,8.527424397,8.0,0.0,2023.0,8.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
593879040.0,46.0,86.0,29014.4,1.0,1.0,15012.0,0.0,66.0,1.0,7.0,19047.9737,48424.56663,7448.796375,1000.0,999.43,7.862958628,0.0,1.0,2023.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
593982720.0,34.0,77.0,90190.4,1.0,0.0,50006.0,0.0,91.0,0.0,6.0,24129.597,27677.39876,5846.782293,2000.0,1155.97,6.229424638,2.0,0.0,2024.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
594190080.0,39.0,92.0,78601.6,0.0,0.0,20142.0,0.0,27.0,1.0,5.0,17778.32004,12961.94917,2935.162897,1000.0,1324.78,8.969787379,1.0,0.0,2023.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
594231552.0,43.0,52.0,60161.6,0.0,0.0,50029.0,0.0,7.0,1.0,2.0,9939.853914,26040.78113,4377.762464,2000.0,1239.06,7.302740524,2.0,0.0,2024.0,9.0,23.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
594355968.0,69.0,56.0,67737.6,1.0,1.0,80017.0,0.0,18.0,0.0,10.0,20733.98817,27820.58897,8913.170364,1000.0,1622.67,8.585426683,3.0,0.0,2023.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
594708480.0,41.0,62.0,59388.8,0.0,0.0,80106.0,1.0,1.0,1.0,3.0,8287.995352,62009.90569,1816.804561,500.0,1078.65,9.999800107,0.0,1.0,2024.0,3.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
595040256.0,44.0,76.0,60555.2,0.0,1.0,85012.0,2.0,83.0,1.0,5.0,29700.06465,28387.42782,5439.354545,1000.0,999.43,11.07361258,3.0,0.0,2024.0,12.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
595164672.0,35.0,75.0,56889.6,1.0,0.0,80041.0,5.0,81.0,1.0,4.0,21208.18359,9628.4507,5231.536576,2000.0,1155.97,7.005021833,5.0,0.0,2023.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
595226880.0,51.0,67.0,62907.2,0.0,1.0,50044.0,0.0,0.0,1.0,6.0,33046.80293,33580.96498,3016.887364,1000.0,1726.91,9.357307819,7.0,0.0,2023.0,6.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
595351296.0,42.0,58.0,59806.4,0.0,1.0,20118.0,3.0,100.0,1.0,4.0,10101.95604,17998.79635,6738.682645,500.0,1078.65,7.440773139,8.0,0.0,2024.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
595454976.0,39.0,85.0,58646.4,0.0,0.0,85064.0,0.0,35.0,1.0,3.0,17903.34007,9797.038418,6625.324511,500.0,1518.54,7.323580486,3.0,0.0,2023.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
595579392.0,58.0,87.0,29014.4,1.0,0.0,80021.0,0.0,23.0,1.0,4.0,6362.50024,12925.28664,5566.0324,2000.0,1246.68,8.01833883,2.0,1.0,2024.0,12.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595703808.0,44.0,84.0,60556.8,1.0,1.0,50013.0,3.0,98.0,1.0,11.0,29279.60017,9407.273285,6295.653175,500.0,1354.2,10.38308314,1.0,0.0,2023.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
595745280.0,44.0,61.0,29014.4,0.0,1.0,50047.0,0.0,44.0,0.0,1.0,16330.98904,20688.72455,6773.987767,500.0,1055.6,7.793384035,1.0,1.0,2023.0,10.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
596180736.0,54.0,74.0,63830.4,0.0,1.0,85055.0,0.0,5.0,1.0,5.0,18100.98991,37596.87986,2352.272328,2000.0,1239.06,10.02711617,7.0,0.0,2024.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
596284416.0,45.0,77.0,60921.6,0.0,1.0,20148.0,0.0,49.0,1.0,3.0,20971.18528,12938.99753,5774.871472,2000.0,1246.68,9.242690316,3.0,0.0,2024.0,7.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
596616192.0,44.0,85.0,60566.4,1.0,1.0,50047.0,0.0,24.0,0.0,5.0,8472.937996,11624.16257,5544.951326,1000.0,999.43,10.25849183,6.0,0.0,2024.0,12.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
596823552.0,59.0,42.0,65244.8,1.0,0.0,15001.0,2.0,1.0,1.0,1.0,7756.008201,5762.027017,5228.433696,500.0,1078.65,9.242827336,6.0,0.0,2023.0,12.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
597051648.0,43.0,98.0,60174.4,1.0,1.0,50008.0,2.0,74.0,1.0,9.0,13381.51297,38881.46024,4337.542393,500.0,1082.36,10.11869691,6.0,0.0,2023.0,9.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597217536.0,73.0,86.0,68640.0,1.0,1.0,15012.0,0.0,93.0,0.0,2.0,7951.640355,9327.850936,5903.940086,500.0,1055.6,8.236359921,2.0,0.0,2023.0,3.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
597300480.0,32.0,80.0,55438.4,1.0,0.0,20112.0,0.0,22.0,1.0,6.0,42425.17335,13370.69286,2319.823217,2000.0,1155.97,8.34451594,0.0,0.0,2023.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
597321216.0,25.0,62.0,51504.0,1.0,1.0,20165.0,3.0,51.0,1.0,7.0,8046.157474,7672.925634,4767.050911,1000.0,1726.91,7.797279499,5.0,0.0,2024.0,11.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
597466368.0,36.0,46.0,57353.6,0.0,1.0,15012.0,0.0,48.0,0.0,6.0,31718.58803,21386.55739,814.3022843,500.0,1078.65,8.724197186,1.0,1.0,2023.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
597611520.0,49.0,63.0,62257.6,0.0,1.0,85054.0,1.0,7.0,1.0,7.0,14390.13345,6216.504757,1681.881602,2000.0,1239.06,7.318365362,4.0,0.0,2023.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
597715200.0,46.0,64.0,61283.2,1.0,0.0,50055.0,0.0,99.0,0.0,3.0,22255.71339,9069.458476,4892.298139,2000.0,1246.68,10.36689894,1.0,0.0,2023.0,11.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
597860352.0,37.0,31.0,29014.4,1.0,0.0,50047.0,1.0,26.0,0.0,4.0,35031.32778,32760.66537,5052.984386,1000.0,999.43,9.530549787,5.0,1.0,2024.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
598233600.0,39.0,88.0,58608.0,1.0,1.0,20151.0,2.0,91.0,1.0,6.0,15255.44089,20252.35121,2239.981077,500.0,1232.57,9.489444076,3.0,0.0,2024.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
598544640.0,41.0,58.0,29014.4,1.0,1.0,85076.0,0.0,77.0,1.0,2.0,33864.21758,17345.85781,3620.454479,1000.0,1622.67,9.106832402,2.0,1.0,2024.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
598669056.0,51.0,81.0,82908.8,1.0,0.0,50039.0,1.0,90.0,0.0,5.0,27205.20869,21411.79046,4340.173974,500.0,1055.6,9.428467385,4.0,0.0,2023.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
598917888.0,56.0,84.0,29014.4,0.0,1.0,15012.0,0.0,96.0,0.0,6.0,15409.35935,9418.536775,5236.559852,500.0,1078.65,8.441609483,2.0,1.0,2023.0,1.0,28.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
599083776.0,57.0,82.0,64696.0,1.0,1.0,80020.0,0.0,9.0,1.0,6.0,20772.45148,20865.99483,3385.370384,2000.0,1239.06,7.446201189,5.0,1.0,2023.0,8.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
599166720.0,47.0,77.0,61620.8,1.0,0.0,50048.0,2.0,14.0,1.0,4.0,41538.88685,27641.53453,5941.478717,1000.0,1622.67,9.922126553,2.0,0.0,2024.0,12.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
599291136.0,44.0,70.0,60524.8,1.0,1.0,20139.0,0.0,99.0,1.0,5.0,11025.06582,27404.04776,2254.0632,500.0,1055.6,8.403202475,5.0,0.0,2024.0,11.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
599332608.0,51.0,54.0,82908.8,1.0,0.0,15055.0,1.0,4.0,0.0,2.0,11457.52718,17033.68262,2155.033193,2000.0,1155.97,9.69629091,3.0,0.0,2024.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
599519232.0,48.0,74.0,61908.8,0.0,1.0,85064.0,0.0,50.0,1.0,4.0,11250.34871,27780.79775,8849.379326,500.0,1518.54,8.045167691,2.0,0.0,2023.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
599602176.0,45.0,62.0,60921.6,1.0,1.0,85012.0,0.0,9.0,0.0,4.0,33240.04978,23266.14186,3871.416661,2000.0,1246.68,10.31602393,5.0,0.0,2024.0,7.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
600016896.0,48.0,75.0,61928.0,0.0,1.0,85055.0,0.0,50.0,0.0,12.0,24983.80193,21456.07039,5400.198507,1000.0,1726.91,11.03857357,5.0,1.0,2023.0,12.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
600514560.0,46.0,81.0,61270.4,1.0,0.0,85024.0,0.0,47.0,0.0,5.0,9637.589089,13978.41085,6728.08949,500.0,1055.6,8.931522287,3.0,0.0,2023.0,10.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
600825600.0,42.0,65.0,59816.0,0.0,0.0,15028.0,0.0,59.0,1.0,6.0,47237.60068,17328.15469,3031.602847,500.0,1232.57,10.48302241,4.0,1.0,2024.0,6.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
601302528.0,45.0,51.0,60864.0,1.0,0.0,80022.0,1.0,60.0,1.0,5.0,23147.95824,21177.71722,3217.601394,500.0,1354.2,9.722212852,1.0,0.0,2023.0,7.0,31.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
